0.0,0.0
3.2,11.3
7.3,22.5
16.3,35.3
39.9,54.0
63.7,68.9
111.8,94.7
160.3,115.2
210.0,130.9
258.4,143.3
307.8,152.2
357.6,156.9
407.8,157.2
458.1,155.6
508.4,152.9
558.9,149.1
600.0,144.5
660.0,139.3
710.7,133.3
761.3,127.0
812.1,119.3
862.9,111.6
913.7,103.9
964.6,94.2
1015.4,86.8
1066.2,78.5
1117.0,70.2
1167.9,61.8
1218.7,53.2
1269.6,44.9
1320.4,36.3
1371.2,27.8
1422.2,18.5
1474.4,0.0
