0.0,0.0
6.7,-20.7
17.6,-32.3
28.2,-39.2
54.1,-49.4
79.7,-55.1
130.5,-62.8
170.0,-68.2
231.4,-70.6
281.6,-71.4
331.7,-70.6
381.7,-68.2
431.5,-64.2
481.2,-58.7
520.0,-51.9
580.4,-44.1
629.9,-35.6
679.3,-26.6
728.8,-18.3
778.3,-9.7
827.7,-0.7
877.3,6.5
927.0,11.8
976.9,15.2
1027.1,15.6
1077.3,14.6
1127.7,11.3
1178.3,6.0
1228.2,0.0
